id_questao;missao;pergunta;alternativa_certa;texto_alternativa_a;texto_alternativa_b;texto_alternativa_c;texto_alternativa_d;texto_alternativa_e;texto_alternativa_certa
M5_Q13;5;"Como a 'simplicidade' de uma LP (Missão 1) se relaciona com a existência de 'efeitos colaterais' (Missão 4)?";c;"Simplicidade garante que haverá efeitos colaterais.";"Não há relação entre os dois.";"A simplicidade de uma linguagem é prejudicada por efeitos colaterais que podem tornar o código mais difícil de entender e depurar.";"Linguagens simples não têm efeitos colaterais.";"Efeitos colaterais simplificam o código.";"A simplicidade de uma linguagem é prejudicada por efeitos colaterais que podem tornar o código mais difícil de entender e depurar."
M5_Q14;5;"Em um programa imperativo, por que o 'tempo de vida' das variáveis (Missão 4) é uma preocupação?";a;"Porque um gerenciamento inadequado da memória pode causar 'dangling references' ou vazamentos de memória.";"Porque o tempo de vida não tem relação com a alocação de memória.";"Porque o tempo de vida é sempre estático.";"Porque o tempo de vida é determinado pelo escopo dinâmico.";"Porque o tempo de vida é gerenciado automaticamente em todas as linguagens.";"Porque um gerenciamento inadequado da memória pode causar 'dangling references' ou vazamentos de memória."
M5_Q15;5;"O que diferencia o paradigma imperativo (Missão 2) do paradigma declarativo (Missão 2)?";d;"O paradigma imperativo descreve o que fazer, enquanto o declarativo descreve como fazer.";"O paradigma declarativo não usa variáveis.";"O paradigma declarativo é sempre interpretado.";"O paradigma imperativo foca em como resolver um problema através de uma sequência de comandos, enquanto o declarativo foca em descrever o que se quer como resultado.";"O paradigma imperativo é mais eficiente.";"O paradigma imperativo foca em como resolver um problema através de uma sequência de comandos, enquanto o declarativo foca em descrever o que se quer como resultado."
M5_Q16;5;"Qual a relação entre a 'análise sintática' de um compilador (Missão 2) e a gramática de uma LP (Missão 2)?";e;"A análise sintática verifica o significado do programa.";"A análise sintática traduz o programa.";"A gramática é usada na análise léxica.";"Não há relação entre eles.";"A análise sintática verifica se a estrutura do programa está em conformidade com as regras definidas pela gramática.";"A análise sintática verifica se a estrutura do programa está em conformidade com as regras definidas pela gramática."
M5_Q17;5;"Qual tipo de polimorfismo (Missão 3) se aproxima mais da ideia de 'sobrecarga' (Missão 3)?";b;"Polimorfismo paramétrico.";"Polimorfismo ad-hoc.";"Polimorfismo de inclusão.";"Polimorfismo universal.";"Monomorfismo.";"Polimorfismo ad-hoc."
M5_Q18;5;"Como a 'eficiência' de uma LP (Missão 1) se relaciona com a escolha entre uma linguagem compilada ou interpretada (Missão 2)?";a;"Linguagens compiladas tendem a ser mais eficientes, pois a tradução para código de máquina é feita antes da execução.";"Linguagens interpretadas são sempre mais eficientes.";"A eficiência não depende da forma de tradução.";"Linguagens compiladas têm menor portabilidade.";"Linguagens interpretadas não consomem memória.";"Linguagens compiladas tendem a ser mais eficientes, pois a tradução para código de máquina é feita antes da execução."
M5_Q19;5;"Em uma linguagem com 'escopo dinâmico' (Missão 4), o que determina o acesso a uma variável local?";d;"A estrutura textual do programa.";"O tipo da variável.";"A sua alocação no stack.";"A sequência de chamadas de rotinas durante a execução.";"A sua alocação no heap.";"A sequência de chamadas de rotinas durante a execução."
M5_Q20;5;"Qual a principal diferença entre 'expressões' e 'comandos' no contexto do paradigma imperativo (Missão 4) e como isso se relaciona com a 'transparência referencial'?";e;"Comandos retornam valores e expressões modificam estados.";"Ambos são transparentes referencialmente.";"Comandos não podem ter efeitos colaterais.";"Expressões causam efeitos colaterais.";"Comandos modificam o estado (causando efeitos colaterais), enquanto expressões apenas computam um valor, e a transparência referencial só é possível para expressões.";"Comandos modificam o estado (causando efeitos colaterais), enquanto expressões apenas computam um valor, e a transparência referencial só é possível para expressões."
M6_Q1;6;"Qual a principal característica do paradigma funcional?";c;"Utiliza comandos que modificam o estado do programa.";"Foca em como resolver um problema passo a passo.";"Trata a computação como a avaliação de funções matemáticas e evita estados mutáveis.";"É um estilo de programação que se baseia em herança e polimorfismo.";"É um paradigma que se baseia em consultas a uma base de fatos.";"Trata a computação como a avaliação de funções matemáticas e evita estados mutáveis."
M6_Q2;6;"O que é uma 'função pura' no paradigma funcional?";b;"Uma função que pode ter efeitos colaterais.";"Uma função cujo resultado depende apenas de seus argumentos e não possui efeitos colaterais.";"Uma função que sempre retorna um valor booleano.";"Uma função que só pode ser usada uma vez.";"Uma função que manipula variáveis globais.";"Uma função cujo resultado depende apenas de seus argumentos e não possui efeitos colaterais."
M6_Q3;6;"Qual o papel da 'imutabilidade' no paradigma funcional?";a;"Variáveis e estruturas de dados não podem ser alteradas após a criação, o que previne efeitos colaterais.";"Torna o código mais difícil de entender.";"Aumenta a complexidade do gerenciamento de memória.";"Apenas tipos primitivos são imutáveis.";"Não é um conceito importante no paradigma.";"Variáveis e estruturas de dados não podem ser alteradas após a criação, o que previne efeitos colaterais."
M6_Q4;6;"O que 'transparência referencial' significa no contexto de uma linguagem funcional?";d;"Que a linguagem não utiliza funções.";"Que o código é sempre mais conciso.";"Que a avaliação de uma expressão pode alterar o estado do programa.";"Que uma expressão pode ser substituída por seu valor sem alterar o comportamento do programa.";"Que todas as funções são impuras.";"Que uma expressão pode ser substituída por seu valor sem alterar o comportamento do programa."
M6_Q5;6;"O que é uma 'função de ordem superior' (higher-order function)?";e;"Uma função que não pode ser passada como argumento.";"Uma função que não pode retornar outra função.";"Uma função que opera apenas em números inteiros.";"Uma função que tem apenas um argumento.";"Uma função que pode receber outras funções como argumentos ou retornar uma função como resultado.";"Uma função que pode receber outras funções como argumentos ou retornar uma função como resultado."
M6_Q6;6;"Por que a 'recursão' é a principal forma de iteração no paradigma funcional?";a;"Porque a programação funcional usa comandos de atribuição e loops.";"Porque a recursão é menos eficiente que loops.";"Porque a recursão é a única maneira de criar efeitos colaterais.";"Porque o estado mutável é evitado e a recursão não depende de variáveis de controle de loop.";"Porque linguagens funcionais não suportam funções.";"Porque o estado mutável é evitado e a recursão não depende de variáveis de controle de loop."
M6_Q7;6;"Qual a função do 'lambda calculus' no paradigma funcional?";b;"É a principal forma de iteração.";"É a base teórica para a computação funcional.";"É um sistema de tipos para linguagens funcionais.";"É um tipo de polimorfismo.";"É uma linguagem de programação imperativa.";"É a base teórica para a computação funcional."
M6_Q8;6;"Qual das seguintes linguagens é um exemplo de linguagem puramente funcional?";d;"Java";"Python";"C";"Haskell";"Javascript";"Haskell"
M6_Q9;6;"Qual a principal desvantagem de funções com 'efeitos colaterais'?";c;"Elas são mais fáceis de testar.";"Elas aumentam a transparência referencial.";"Elas tornam o código mais difícil de raciocinar, testar e paralelizar.";"Elas são essenciais para o paradigma funcional.";"Elas não podem receber argumentos.";"Elas tornam o código mais difícil de raciocinar, testar e paralelizar."
M6_Q10;6;"O que é 'avaliação preguiçosa' (lazy evaluation)?";e;"Todas as expressões são avaliadas imediatamente.";"É um tipo de sobrecarga de operadores.";"É um recurso exclusivo de linguagens imperativas.";"As funções não podem ser avaliadas.";"As expressões só são avaliadas quando seu valor é realmente necessário.";"As expressões só são avaliadas quando seu valor é realmente necessário."
M6_Q11;6;"O que é 'currying' em programação funcional?";a;"A prática de passar todos os argumentos de uma função de uma vez só.";"Um tipo de polimorfismo.";"Um erro de compilação.";"A prática de converter uma função que aceita vários argumentos em uma sequência de funções que aceitam um único argumento.";"Um tipo de estrutura de dados.";"A prática de converter uma função que aceita vários argumentos em uma sequência de funções que aceitam um único argumento."
M6_Q12;6;"Qual das seguintes afirmações é verdadeira sobre o estado no paradigma funcional?";b;"O estado é central e constantemente modificado.";"O estado é evitado e representado como o valor de retorno de funções.";"O estado é gerenciado por comandos de atribuição.";"O estado é sempre global.";"O estado não existe.";"O estado é evitado e representado como o valor de retorno de funções."
M6_Q13;6;"Por que a programação funcional é considerada mais adequada para a programação paralela e concorrente?";d;"Porque usa o estado compartilhado.";"Porque é uma linguagem interpretada.";"Porque o código não é transparente referencialmente.";"Porque a ausência de efeitos colaterais elimina a necessidade de bloqueios e mecanismos de sincronização.";"Porque é uma linguagem puramente imperativa.";"Porque a ausência de efeitos colaterais elimina a necessidade de bloqueios e mecanismos de sincronização."
M6_Q14;6;"Qual é a principal diferença entre programação funcional e imperativa?";c;"Funcional foca em como resolver um problema, enquanto imperativa foca em o que resolver.";"Imperativa usa funções de ordem superior, enquanto funcional não.";"Funcional foca em o que calcular, usando a avaliação de funções. Imperativa foca em como calcular, usando sequências de comandos.";"Não há diferença significativa.";"Funcional é sempre compilada, enquanto imperativa é sempre interpretada.";"Funcional foca em o que calcular, usando a avaliação de funções. Imperativa foca em como calcular, usando sequências de comandos."
M6_Q15;6;"O que o conceito de 'monads' permite em linguagens funcionais puras?";e;"O uso de variáveis mutáveis.";"O uso de loops for.";"O uso de comandos goto.";"A criação de efeitos colaterais de forma incontrolável.";"O tratamento de efeitos colaterais de forma controlada e segura.";"O tratamento de efeitos colaterais de forma controlada e segura."
M6_Q16;6;"A linguagem Python é considerada puramente funcional?";d;"Sim, porque ela suporta funções de ordem superior.";"Sim, porque ela é dinamicamente tipada.";"Não, é uma linguagem puramente imperativa.";"Não, é uma linguagem multiparadigma que incorpora elementos funcionais, mas também tem estado mutável e comandos.";"Sim, porque ela não tem efeitos colaterais.";"Não, é uma linguagem multiparadigma que incorpora elementos funcionais, mas também tem estado mutável e comandos."
M6_Q17;6;"O que é um 'fechamento' (closure)?";a;"Uma função que 'captura' variáveis de seu escopo circundante, mesmo que o escopo não exista mais.";"Um bloco de código que nunca pode ser executado.";"Uma função que só tem argumentos.";"Um tipo de dado imutável.";"Uma estrutura de controle de loop.";"Uma função que 'captura' variáveis de seu escopo circundante, mesmo que o escopo não exista mais."
M6_Q18;6;"Qual das seguintes LP não é classificada como sendo funcional?";c;"Haskell";"Lisp";"C++";"OCaml";"Erlang";"C++"
M6_Q19;6;"Qual a vantagem de usar 'funções puras' em um código?";e;"Aumentam os efeitos colaterais.";"São mais difíceis de depurar.";"Dependem de variáveis globais.";"Diminuem a transparência referencial.";"São fáceis de testar e o seu comportamento é previsível e isolado.";"São fáceis de testar e o seu comportamento é previsível e isolado."
M6_Q20;6;"O que é 'imutabilidade' em uma estrutura de dados como uma lista ligada?";b;"Os elementos da lista podem ser modificados a qualquer momento.";"Nenhum elemento da lista pode ser modificado. Para alterações, uma nova lista é criada.";"A lista é sempre vazia.";"A lista é sempre global.";"A lista só pode ter um elemento.";"Nenhum elemento da lista pode ser modificado. Para alterações, uma nova lista é criada."
M7_Q1;7;"No paradigma funcional, qual a relação entre 'imutabilidade' e 'transparência referencial'?";e;"Imutabilidade causa efeitos colaterais.";"Transparência referencial só existe em linguagens imperativas.";"Não há relação entre os dois conceitos.";"A imutabilidade é uma consequência da transparência referencial.";"A imutabilidade é uma condição necessária para alcançar a transparência referencial, pois garante que uma expressão não causará efeitos colaterais.";"A imutabilidade é uma condição necessária para alcançar a transparência referencial, pois garante que uma expressão não causará efeitos colaterais."
M7_Q2;7;"Por que a 'recursão de cauda' (tail recursion) é uma otimização importante em linguagens funcionais?";a;"Ela não é mais eficiente que a recursão normal.";"Ela aumenta o consumo de memória.";"Ela permite a transformação de uma chamada recursiva em um loop, evitando o estouro da pilha.";"É um recurso exclusivo de linguagens imperativas.";"Ela aumenta os efeitos colaterais.";"Ela permite a transformação de uma chamada recursiva em um loop, evitando o estouro da pilha."
M7_Q3;7;"No paradigma funcional, por que as 'funções puras' são consideradas ideais para a programação paralela?";c;"Porque elas dependem de um estado compartilhado.";"Porque elas criam efeitos colaterais.";"Porque o resultado de uma função pura depende apenas de seus argumentos, permitindo que a execução seja realizada em paralelo sem problemas de sincronização.";"Porque elas são mais difíceis de testar.";"Porque elas não podem ser usadas em funções de ordem superior.";"Porque o resultado de uma função pura depende apenas de seus argumentos, permitindo que a execução seja realizada em paralelo sem problemas de sincronização."
M7_Q4;7;"Qual é a principal vantagem de 'funções de ordem superior' (higher-order functions) em relação à expressividade de uma linguagem?";b;"Elas tornam o código mais difícil de ler.";"Elas permitem a criação de abstrações de controle e a reusabilidade de código de forma mais concisa.";"Elas são usadas apenas para lidar com efeitos colaterais.";"Elas limitam a programação a um único tipo de dados.";"Elas não podem ser passadas como argumentos.";"Elas permitem a criação de abstrações de controle e a reusabilidade de código de forma mais concisa."
M7_Q5;7;"Como o conceito de 'currying' se relaciona com 'funções de ordem superior'?";e;"Currying não tem relação com funções de ordem superior.";"Currying é um tipo de polimorfismo.";"Currying é a prática de criar funções que aceitam todos os seus argumentos de uma vez.";"Currying é um recurso exclusivo de linguagens imperativas.";"Currying é uma aplicação de funções de ordem superior que permite a criação de novas funções com base em funções existentes com alguns argumentos fixos.";"Currying é uma aplicação de funções de ordem superior que permite a criação de novas funções com base em funções existentes com alguns argumentos fixos."
M7_Q6;7;"O que a 'avaliação preguiçosa' (lazy evaluation) permite em linguagens funcionais puras como Haskell?";a;"A avaliação de expressões imediatamente.";"O uso de loops for.";"A criação de efeitos colaterais incontroláveis.";"A manipulação de estados mutáveis.";"Permite a construção de estruturas de dados infinitas e otimizações de desempenho, pois só avalia o que é necessário.";"Permite a construção de estruturas de dados infinitas e otimizações de desempenho, pois só avalia o que é necessário."
M7_Q7;7;"Em um programa funcional, como a 'recursão' substitui os 'loops' imperativos?";d;"A recursão utiliza variáveis mutáveis para controlar o loop.";"A recursão é um tipo de comando.";"A recursão é menos eficiente que loops.";"A recursão usa a chamada da própria função para iterar, sem a necessidade de modificar variáveis de estado.";"A recursão só é possível em linguagens impuras.";"A recursão usa a chamada da própria função para iterar, sem a necessidade de modificar variáveis de estado."
M7_Q8;7;"Qual a principal diferença na abordagem entre o paradigma funcional e o paradigma imperativo?";c;"Funcional foca em como resolver um problema, imperativo em o que resolver.";"Imperativo usa funções de ordem superior, funcional não.";"Funcional foca na expressão e avaliação de funções, enquanto imperativo foca na sequência de comandos e manipulação de estado.";"Não há diferença significativa.";"Funcional é sempre compilado, imperativo sempre interpretado.";"Funcional foca na expressão e avaliação de funções, enquanto imperativo foca na sequência de comandos e manipulação de estado."
M7_Q9;7;"O que é um 'fechamento' (closure) no contexto funcional?";b;"Um bloco de código que nunca pode ser executado.";"Uma função que 'captura' variáveis de seu escopo circundante e pode acessá-las mesmo após o escopo não existir mais.";"Uma função que não tem argumentos.";"Um tipo de dado imutável.";"Uma estrutura de controle de loop.";"Uma função que 'captura' variáveis de seu escopo circundante e pode acessá-las mesmo após o escopo não existir mais."
M7_Q10;7;"Como a 'imutabilidade' ajuda a evitar 'referências soltas' (dangling references) em linguagens funcionais?";a;"A imutabilidade não tem relação com referências soltas.";"A imutabilidade causa referências soltas.";"Como os dados não são alterados, não há a necessidade de desalocação dinâmica, eliminando a fonte do problema.";"A imutabilidade é um tipo de escopo dinâmico.";"A imutabilidade só existe em linguagens com gerenciamento manual de memória.";"Como os dados não são alterados, não há a necessidade de desalocação dinâmica, eliminando a fonte do problema."
M7_Q11;7;"Qual o papel da 'semântica' de uma linguagem (Missão 2) em um programa funcional?";d;"A semântica não é importante no paradigma funcional.";"A semântica lida apenas com a sintaxe.";"A semântica verifica o formato do código.";"A semântica define o significado das funções e expressões, garantindo a correção e previsibilidade do código.";"A semântica é usada para traduzir o código.";"A semântica define o significado das funções e expressões, garantindo a correção e previsibilidade do código."
M7_Q12;7;"No paradigma funcional, o que o 'lambda calculus' representa?";c;"É um tipo de dado.";"É uma linguagem de programação de alto nível.";"É a base teórica formal para a computação funcional e o estudo de funções.";"É um sistema de tipos para linguagens funcionais.";"É uma forma de polimorfismo.";"É a base teórica formal para a computação funcional e o estudo de funções."
M7_Q13;7;"Qual a principal consequência da 'ausência de efeitos colaterais' em um programa funcional?";e;"Aumento da complexidade.";"Dificuldade para testar o código.";"Menor portabilidade.";"O código se torna menos previsível.";"O comportamento de uma função é totalmente previsível e o paralelismo é mais fácil de ser implementado.";"O comportamento de uma função é totalmente previsível e o paralelismo é mais fácil de ser implementado."
M7_Q14;7;"Em que sentido o 'polimorfismo paramétrico' (Missão 3) se alinha com os princípios do paradigma funcional?";a;"Polimorfismo paramétrico não se alinha com o paradigma funcional.";"O polimorfismo paramétrico é um tipo de polimorfismo ad-hoc.";"O polimorfismo paramétrico promove a criação de funções genéricas que não dependem do tipo de dado, promovendo a reutilização de código e a imutabilidade.";"O polimorfismo paramétrico é exclusivo de linguagens imperativas.";"O polimorfismo paramétrico é uma forma de coerção.";"O polimorfismo paramétrico promove a criação de funções genéricas que não dependem do tipo de dado, promovendo a reutilização de código e a imutabilidade."
M7_Q15;7;"Como o conceito de 'monads' é utilizado em linguagens funcionais puras como Haskell?";b;"Para criar efeitos colaterais de forma incontrolável.";"Para lidar com efeitos colaterais como entrada/saída de forma controlada e segura.";"Para criar variáveis mutáveis.";"Para implementar loops for.";"Monads são um tipo de dado primitivo.";"Para lidar com efeitos colaterais como entrada/saída de forma controlada e segura."
M7_Q16;7;"Por que a 'tipagem forte' e 'estática' é frequentemente encontrada em linguagens funcionais como Haskell?";d;"Para permitir a conversão implícita de tipos.";"Para diminuir a expressividade da linguagem.";"Porque a tipagem dinâmica é mais segura.";"Para garantir a correção do programa em tempo de compilação e evitar erros de tipo em tempo de execução.";"Porque a tipagem estática não suporta polimorfismo.";"Para garantir a correção do programa em tempo de compilação e evitar erros de tipo em tempo de execução."
M7_Q17;7;"Em linguagens multiparadigmas como Python ou OCaml, qual a principal diferença na implementação do paradigma funcional em relação a linguagens puramente funcionais?";c;"Elas não suportam funções de ordem superior.";"Elas não têm funções puras.";"Elas permitem a combinação de funções e imutabilidade com comandos imperativos e estados mutáveis.";"Elas são puramente funcionais.";"Elas não têm um sistema de tipos.";"Elas permitem a combinação de funções e imutabilidade com comandos imperativos e estados mutáveis."
M7_Q18;7;"O que é o conceito de 'composição de funções' (function composition) e por que é importante no paradigma funcional?";a;"A prática de passar uma função como argumento para outra.";"É um tipo de loop.";"É o mesmo que sobrecarga de operadores.";"É um erro de compilação.";"É a prática de combinar funções menores para construir funções mais complexas, promovendo a modularidade e o reuso.";"É a prática de combinar funções menores para construir funções mais complexas, promovendo a modularidade e o reuso."
M7_Q19;7;"Qual é a principal desvantagem da 'avaliação preguiçosa'?";e;"Maior consumo de memória.";"Maior dificuldade em paralelizar.";"Não permite a construção de estruturas de dados infinitas.";"Não é eficiente.";"A dificuldade em prever o momento exato da avaliação, o que pode levar a um desempenho inesperado e a maior consumo de memória.";"A dificuldade em prever o momento exato da avaliação, o que pode levar a um desempenho inesperado e a maior consumo de memória."
M7_Q20;7;"No paradigma funcional, qual o principal objetivo dos 'sistemas de tipos'?";b;"Permitir o uso de variáveis mutáveis.";"Garantir que as operações com funções e dados sejam seguras e consistentes em tempo de compilação.";"Promover o uso de efeitos colaterais.";"Diminuir a reusabilidade de código.";"Impedir a criação de funções de ordem superior.";"Garantir que as operações com funções e dados sejam seguras e consistentes em tempo de compilação."
M8_Q1;8;"Qual é a principal característica do paradigma de programação lógica?";c;"Focar em como resolver um problema passo a passo.";"Utilizar funções puras e imutabilidade.";"Descrever o problema em termos de fatos e regras e deixar que o interpretador infira a solução.";"Usar variáveis mutáveis e comandos.";"Separar a interface gráfica da lógica do programa.";"Descrever o problema em termos de fatos e regras e deixar que o interpretador infira a solução."
M8_Q2;8;"A linguagem Prolog, principal exemplo de programação lógica, se baseia em qual área da matemática?";d;"Cálculo diferencial.";"Álgebra linear.";"Teoria dos grafos.";"Lógica de predicados de primeira ordem.";"Estatística.";"Lógica de predicados de primeira ordem."
M8_Q3;8;"O que um 'programa lógico' é composto?";a;"De fatos, regras de inferência e perguntas sobre esses fatos e regras.";"De uma sequência de comandos e atribuições.";"De funções e listas.";"De classes e objetos.";"De eventos e handlers.";"De fatos, regras de inferência e perguntas sobre esses fatos e regras."
M8_Q4;8;"O que é um 'fato' em um programa lógico?";b;"Uma expressão que pode ser avaliada.";"Uma proposição que é declarada como verdadeira.";"Uma variável que pode ser modificada.";"Um comando que altera o estado do programa.";"Uma função que retorna um valor.";"Uma proposição que é declarada como verdadeira."
M8_Q5;8;"Como o interpretador do paradigma lógico encontra a solução para uma pergunta?";e;"Executando uma sequência de comandos.";"Usando um algoritmo de ordenação.";"Modificando o valor de variáveis.";"Aplicando funções.";"Fazendo uma busca na base de conhecimento (fatos e regras) para unificar a pergunta com fatos ou regras.";"Fazendo uma busca na base de conhecimento (fatos e regras) para unificar a pergunta com fatos ou regras."
M8_Q6;8;"O que é uma 'regra de inferência'?";c;"Um fato que sempre é verdadeiro.";"Um comando de atribuição.";"Uma proposição que define como deduzir novos fatos a partir de fatos existentes.";"Uma função que retorna um valor.";"Uma variável global.";"Uma proposição que define como deduzir novos fatos a partir de fatos existentes."
M8_Q7;8;"O que 'unificação' significa no contexto do paradigma lógico?";d;"Um erro de compilação.";"A capacidade de um objeto ter múltiplos tipos.";"A prática de combinar funções.";"O processo de casar uma pergunta com um fato ou regra da base de conhecimento.";"O uso de loops para iteração.";"O processo de casar uma pergunta com um fato ou regra da base de conhecimento."
M8_Q8;8;"Por que o paradigma lógico é classificado como 'declarativo'?";a;"Porque o programador especifica como resolver o problema.";"Porque o foco está na modificação do estado do programa.";"Porque o programador especifica o que se quer como resultado, sem se preocupar com os detalhes de implementação.";"Porque ele é baseado em funções puras.";"Porque ele é um tipo de programação estruturada.";"Porque o programador especifica o que se quer como resultado, sem se preocupar com os detalhes de implementação."
M8_Q9;8;"Em qual área da informática o paradigma lógico é amplamente utilizado?";b;"Desenvolvimento web de front-end.";"Inteligência artificial e sistemas especialistas.";"Desenvolvimento de sistemas operacionais.";"Programação de jogos.";"Banco de dados relacionais.";"Inteligência artificial e sistemas especialistas."
M8_Q10;8;"Qual a principal diferença entre um programa lógico e um programa imperativo?";c;"Programas lógicos usam variáveis mutáveis.";"Programas lógicos são sempre compilados.";"Programas lógicos se concentram em 'o que' e programas imperativos em 'como'.";"Não há diferença.";"Programas lógicos não usam funções.";"Programas lógicos se concentram em 'o que' e programas imperativos em 'como'."
M8_Q11;8;"O que a 'recursão' representa no paradigma lógico?";e;"É a única forma de criar efeitos colaterais.";"É um tipo de comando.";"É uma operação de atribuição.";"É a forma de unificar fatos.";"É a principal forma de iteração e de processar estruturas de dados.";"É a principal forma de iteração e de processar estruturas de dados."
M8_Q12;8;"Qual é a principal vantagem do paradigma lógico para resolver problemas?";a;"Facilidade em lidar com tarefas de entrada/saída.";"Maior eficiência em cálculos numéricos.";"A possibilidade de expressar o problema de forma concisa e próxima da linguagem humana e formal.";"Não tem vantagens.";"A sintaxe é mais simples que a de outras linguagens.";"A possibilidade de expressar o problema de forma concisa e próxima da linguagem humana e formal."
M8_Q13;8;"No contexto do paradigma lógico, o que é 'backtracking'?";b;"O processo de unificar um fato.";"Um mecanismo que permite ao interpretador explorar caminhos alternativos de busca quando uma tentativa falha.";"Um erro de sintaxe.";"Um tipo de dado.";"Uma função de ordem superior.";"Um mecanismo que permite ao interpretador explorar caminhos alternativos de busca quando uma tentativa falha."
M8_Q14;8;"Prolog lida com objetos e relações entre eles. O que 'objetos' significam nesse contexto?";d;"São instâncias de classes com métodos.";"São elementos mutáveis.";"São apenas números.";"São 'coisas' sobre as quais o programa pode raciocinar, mas não têm métodos ou herança.";"São constantes.";"São 'coisas' sobre as quais o programa pode raciocinar, mas não têm métodos ou herança."
M8_Q15;8;"Qual a principal desvantagem do paradigma lógico?";c;"Dificuldade em expressar problemas complexos.";"Baixa portabilidade.";"Ineficiência e dificuldade de lidar com cálculos matemáticos complexos.";"A sintaxe é muito verbosa.";"Não suporta recursão.";"Ineficiência e dificuldade de lidar com cálculos matemáticos complexos."
M8_Q16;8;"Qual é a relação entre o paradigma lógico e o paradigma imperativo no que diz respeito ao estado do programa?";a;"O paradigma lógico não possui estado mutável, enquanto o imperativo é focado na sua modificação.";"Ambos os paradigmas são focados em modificar o estado.";"O paradigma lógico utiliza variáveis mutáveis.";"O estado é um conceito irrelevante para o paradigma lógico.";"O paradigma lógico utiliza o estado para controlar a execução.";"O paradigma lógico não possui estado mutável, enquanto o imperativo é focado na sua modificação."
M8_Q17;8;"Em um programa Prolog, o que representa uma 'pergunta' (query)?";e;"Uma atribuição de valor a uma variável.";"A definição de um novo fato.";"Uma regra de inferência.";"A declaração de uma função.";"Uma solicitação ao interpretador para tentar provar se uma proposição é verdadeira com base na base de conhecimento.";"Uma solicitação ao interpretador para tentar provar se uma proposição é verdadeira com base na base de conhecimento."
M8_Q18;8;"Como o paradigma lógico lida com a 'transparência referencial'?";b;"Não a suporta, porque o estado do programa é mutável.";"Suporta a transparência referencial porque a avaliação de uma consulta não causa efeitos colaterais.";"A transparência referencial é um conceito irrelevante.";"A transparência referencial é o que causa os efeitos colaterais.";"Só suporta a transparência referencial em funções puras.";"Suporta a transparência referencial porque a avaliação de uma consulta não causa efeitos colaterais."
M8_Q19;8;"Qual é a principal diferença entre um sistema de 'fato' e um sistema de 'regra'?";d;"Fatos são proposições que são provadas falsas.";"Regras não podem ser usadas para deduzir novos fatos.";"Fatos dependem de outras proposições.";"Fatos são proposições concretas e conhecidas, enquanto regras são proposições que definem como deduzir novos fatos.";"Não há diferença entre eles.";"Fatos são proposições concretas e conhecidas, enquanto regras são proposições que definem como deduzir novos fatos."
M8_Q20;8;"A linguagem Prolog é considerada uma linguagem de que geração?";a;"Quinta geração, voltada para inteligência artificial.";"Primeira geração, voltada para cálculos numéricos.";"Terceira geração, procedural.";"Segunda geração, de montagem.";"Quarta geração, aplicativa.";"Quinta geração, voltada para inteligência artificial."
M9_Q1;9;"Qual a relação entre a 'programação em lógica' (Missão 8) e a 'programação declarativa' (Missão 2)?";a;"O paradigma lógico é um subtipo do paradigma declarativo, pois o programador especifica o que se quer como resultado, não o como.";"O paradigma lógico é um paradigma puramente imperativo.";"O paradigma declarativo se baseia em fatos e regras.";"Não há relação entre eles.";"O paradigma lógico é a base do paradigma imperativo.";"O paradigma lógico é um subtipo do paradigma declarativo, pois o programador especifica o que se quer como resultado, não o como."
M9_Q2;9;"Como o conceito de 'unificação' (Missão 8) em Prolog é mais eficiente do que a 'busca' simples em uma base de dados?";c;"A unificação é uma operação de atribuição.";"A unificação não é um conceito importante em Prolog.";"A unificação permite casar perguntas com fatos ou regras, o que é uma forma poderosa e flexível de recuperação de informação, indo além de uma busca por valores.";"A unificação é um tipo de comando.";"A unificação só funciona com números inteiros.";"A unificação permite casar perguntas com fatos ou regras, o que é uma forma poderosa e flexível de recuperação de informação, indo além de uma busca por valores."
M9_Q3;9;"Qual é a principal diferença no uso da 'recursão' (Missão 6) entre o paradigma funcional e o paradigma lógico?";b;"O paradigma funcional usa recursão para modificar o estado, o lógico não.";"No funcional, a recursão é usada para aplicar funções a uma estrutura de dados. No lógico, é usada para percorrer a base de conhecimento durante o processo de prova.";"Não há diferença no uso.";"O paradigma funcional usa a recursão de cauda, o lógico não.";"A recursão é um conceito irrelevante para ambos.";"No funcional, a recursão é usada para aplicar funções a uma estrutura de dados. No lógico, é usada para percorrer a base de conhecimento durante o processo de prova."
M9_Q4;9;"Em relação à 'transparência referencial' (Missão 6), como o paradigma lógico se comporta em comparação ao imperativo (Missão 4)?";d;"O paradigma lógico não tem transparência referencial.";"O paradigma imperativo suporta a transparência referencial.";"Ambos são transparentes referencialmente.";"O paradigma lógico suporta a transparência referencial (sem efeitos colaterais), enquanto o imperativo é focado em modificar o estado, quebrando a transparência.";"Não há diferença entre eles.";"O paradigma lógico suporta a transparência referencial (sem efeitos colaterais), enquanto o imperativo é focado em modificar o estado, quebrando a transparência."
